fleet_size,tick_ms,per_link_us,updates_per_s
1,0.31568249666709863,315.68249666709863,3167.739771947334
10,0.4617086633334111,46.17086633334111,21658.679583360463
100,0.39799127666659234,3.9799127666659233,251261.78854360318
1000,1.0318984533334212,1.0318984533334212,969087.6042789122
10000,3.9351161166640245,0.3935116116664024,2541221.072906344
