N_sift,collapse_fraction,auroc_fused,auroc_tau,auroc_margin,auroc_qber,detection_rate,realized_far,median_anticipation
10000,0.8952380952380953,0.7304335063961573,0.6912552306656631,0.7279898308219719,0.7265776330990533,0.14754098360655737,0.0,7.0
100000,0.7238095238095238,0.7543503019827499,0.7368419785250806,0.7534976125692847,0.6836820372742105,0.5714285714285714,0.19047619047619047,14.0
1000000,0.5666666666666667,0.7819608142325742,0.7760698212130459,0.7319535285885921,0.695372241421498,0.6341463414634146,0.034482758620689655,18.0
